split,track_id,profile,fp_class_name,fn_class_name,fp_time_sec,fn_time_sec,delta_ms,abs_delta_ms,fp_confidence,fp_threshold,fn_threshold,threshold_mode,checkpoint,onset_tolerance_ms
TEST,test_fill_heavy_000407_114bpm,fill_heavy,KD,T14,1.5,1.45,50.0,50.0,0.2427777349948883,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000407_114bpm,fill_heavy,SD,T12,1.68,1.72,-40.0,40.0,0.08458540588617325,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000426_109bpm,fill_heavy,KD,T14,1.76,1.79,-30.0,30.0,0.06686072051525116,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000426_109bpm,fill_heavy,T12,T14,1.75,1.79,-40.0,40.0,0.196672260761261,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000426_109bpm,fill_heavy,T14,T12,1.71,1.66,50.0,50.0,0.05969344452023506,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000433_102bpm,fill_heavy,KD,SD,1.02,1.03,-10.0,10.0,0.04415944591164589,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000433_102bpm,fill_heavy,SD,T14,2.04,2.06,-20.0,20.0,0.06009144335985184,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000445_134bpm,fill_heavy,SD,T14,1.51,1.46,50.0,50.0,0.05913260951638222,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000445_134bpm,fill_heavy,T12,KD,0.85,0.9,-50.0,50.0,0.041983023285865784,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000445_134bpm,fill_heavy,T16,T14,1.51,1.46,50.0,50.0,0.1383921205997467,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000463_116bpm,fill_heavy,T12,T16,1.52,1.55,-30.0,30.0,0.04169105365872383,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000475_127bpm,fill_heavy,KD,T14,1.46,1.42,40.0,40.0,0.07892759144306183,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000475_127bpm,fill_heavy,SD,KD,1.24,1.19,50.0,50.0,0.08312284201383591,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000475_127bpm,fill_heavy,SD,T16,1.66,1.66,0.0,0.0,0.04756518080830574,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000478_114bpm,fill_heavy,KD,SD,1.76,1.71,50.0,50.0,0.071330226957798,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000478_114bpm,fill_heavy,KD,T12,1.76,1.71,50.0,50.0,0.071330226957798,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000478_114bpm,fill_heavy,T12,T14,1.82,1.84,-20.0,20.0,0.05025685578584671,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000486_128bpm,fill_heavy,KD,SD,0.79,0.82,-30.0,30.0,0.14402136206626892,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000490_131bpm,fill_heavy,T12,SD,0.93,0.92,10.0,10.0,0.044595032930374146,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000521_98bpm,fill_heavy,KD,T16,2.29,2.3,-10.0,10.0,0.04574871435761452,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000532_110bpm,fill_heavy,KD,T14,1.76,1.76,0.0,0.0,0.13697299361228943,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000532_110bpm,fill_heavy,SD,T14,1.76,1.76,0.0,0.0,0.053289350122213364,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000532_110bpm,fill_heavy,T12,KD,1.58,1.63,-50.0,50.0,0.04163731634616852,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000532_110bpm,fill_heavy,T12,SD,1.58,1.63,-50.0,50.0,0.04163731634616852,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000546_125bpm,fill_heavy,SD,T14,1.42,1.44,-20.0,20.0,0.04515933617949486,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000562_109bpm,fill_heavy,T12,SD,1.65,1.65,0.0,0.0,0.04004417732357979,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000562_109bpm,fill_heavy,T12,T16,1.65,1.66,-10.0,10.0,0.04004417732357979,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000568_116bpm,fill_heavy,KD,T12,1.72,1.69,30.0,30.0,0.11875741183757782,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000568_116bpm,fill_heavy,SD,T12,1.72,1.69,30.0,30.0,0.10114012658596039,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000569_118bpm,fill_heavy,KD,SD,0.9,0.89,10.0,10.0,0.1631297618150711,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000577_106bpm,fill_heavy,KD,T12,1.84,1.84,0.0,0.0,0.12718509137630463,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000577_106bpm,fill_heavy,T12,SD,1.12,1.13,-10.0,10.0,0.0492042675614357,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000604_135bpm,fill_heavy,T12,T16,1.12,1.11,10.0,10.0,0.045820754021406174,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000608_121bpm,fill_heavy,SD,KD,1.72,1.74,-20.0,20.0,0.0783715695142746,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000608_121bpm,fill_heavy,SD,T16,1.72,1.74,-20.0,20.0,0.0783715695142746,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000608_121bpm,fill_heavy,T12,KD,1.72,1.74,-20.0,20.0,0.04593786969780922,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000608_121bpm,fill_heavy,T12,T16,1.72,1.74,-20.0,20.0,0.04593786969780922,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000613_118bpm,fill_heavy,SD,T14,1.8,1.78,20.0,20.0,0.07765989750623703,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000622_105bpm,fill_heavy,KD,T16,2.05,2.01,40.0,40.0,0.040766146034002304,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000622_105bpm,fill_heavy,SD,T14,1.81,1.86,-50.0,50.0,0.062050268054008484,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000622_105bpm,fill_heavy,T12,T16,2.01,2.01,0.0,0.0,0.05844787508249283,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000622_105bpm,fill_heavy,T14,T16,2.01,2.01,0.0,0.0,0.05086701735854149,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000634_99bpm,fill_heavy,KD,T12,1.81,1.83,-20.0,20.0,0.06456906348466873,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000637_121bpm,fill_heavy,KD,T12,1.58,1.61,-30.0,30.0,0.23896971344947815,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000637_121bpm,fill_heavy,SD,T12,1.58,1.61,-30.0,30.0,0.1994885504245758,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000693_133bpm,fill_heavy,SD,KD,0.24,0.22,20.0,20.0,0.05857841670513153,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000693_133bpm,fill_heavy,SD,T12,1.68,1.69,-10.0,10.0,0.07724113017320633,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000707_100bpm,fill_heavy,KD,T14,2.05,2.1,-50.0,50.0,0.04796474426984787,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000707_100bpm,fill_heavy,KD,T16,2.05,2.1,-50.0,50.0,0.04796474426984787,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000726_100bpm,fill_heavy,SD,T14,1.93,1.95,-20.0,20.0,0.04154747352004051,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000726_100bpm,fill_heavy,SD,T16,2.09,2.1,-10.0,10.0,0.044786084443330765,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000760_96bpm,fill_heavy,KD,T14,2.01,2.03,-20.0,20.0,0.0732085108757019,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000760_96bpm,fill_heavy,T12,T14,1.99,2.03,-40.0,40.0,0.13957519829273224,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000760_96bpm,fill_heavy,T14,KD,1.86,1.87,-10.0,10.0,0.041986215859651566,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000760_96bpm,fill_heavy,T16,T14,2.0,2.03,-30.0,30.0,0.1571597307920456,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000763_118bpm,fill_heavy,SD,KD,1.28,1.27,10.0,10.0,0.040243569761514664,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000763_118bpm,fill_heavy,SD,T16,1.28,1.27,10.0,10.0,0.040243569761514664,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000763_118bpm,fill_heavy,T12,KD,1.24,1.27,-30.0,30.0,0.07778067141771317,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000763_118bpm,fill_heavy,T12,T16,1.24,1.27,-30.0,30.0,0.07778067141771317,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000763_118bpm,fill_heavy,T14,KD,1.26,1.27,-10.0,10.0,0.05139909312129021,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000763_118bpm,fill_heavy,T14,T16,1.26,1.27,-10.0,10.0,0.05139909312129021,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000763_118bpm,fill_heavy,T14,KD,1.5,1.52,-20.0,20.0,0.10938674956560135,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000763_118bpm,fill_heavy,T14,SD,1.5,1.52,-20.0,20.0,0.10938674956560135,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000772_132bpm,fill_heavy,KD,SD,1.4,1.36,40.0,40.0,0.07328686863183975,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000778_130bpm,fill_heavy,KD,T12,1.47,1.5,-30.0,30.0,0.174075648188591,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000778_130bpm,fill_heavy,T12,T14,1.56,1.61,-50.0,50.0,0.12181080132722855,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000778_130bpm,fill_heavy,T12,T16,1.56,1.61,-50.0,50.0,0.12181080132722855,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000786_123bpm,fill_heavy,SD,KD,1.7,1.7,0.0,0.0,0.0620528981089592,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000786_123bpm,fill_heavy,SD,T14,1.7,1.7,0.0,0.0,0.0620528981089592,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000787_104bpm,fill_heavy,SD,KD,0.89,0.87,20.0,20.0,0.08224774897098541,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000787_104bpm,fill_heavy,SD,KD,2.0,2.03,-30.0,30.0,0.06157882511615753,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000787_104bpm,fill_heavy,T12,KD,2.01,2.03,-20.0,20.0,0.0739215612411499,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000829_108bpm,fill_heavy,KD,T14,1.77,1.81,-40.0,40.0,0.16076484322547913,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000829_108bpm,fill_heavy,SD,T16,1.96,1.95,10.0,10.0,0.07793726027011871,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000829_108bpm,fill_heavy,SD,T16,2.13,2.09,40.0,40.0,0.060361169278621674,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000829_108bpm,fill_heavy,T12,T14,1.77,1.81,-40.0,40.0,0.048055149614810944,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000834_108bpm,fill_heavy,SD,KD,0.33,0.28,50.0,50.0,0.07957585155963898,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000851_126bpm,fill_heavy,T14,KD,1.41,1.42,-10.0,10.0,0.04002465680241585,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000851_126bpm,fill_heavy,T14,T12,1.41,1.42,-10.0,10.0,0.04002465680241585,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000883_125bpm,fill_heavy,KD,SD,1.76,1.8,-40.0,40.0,0.04545317962765694,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000883_125bpm,fill_heavy,SD,KD,1.68,1.68,0.0,0.0,0.10142084211111069,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000883_125bpm,fill_heavy,SD,T14,1.68,1.68,0.0,0.0,0.10142084211111069,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000897_127bpm,fill_heavy,KD,T16,1.68,1.66,20.0,20.0,0.16403087973594666,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000897_127bpm,fill_heavy,SD,T16,1.69,1.66,30.0,30.0,0.11275260895490646,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000897_127bpm,fill_heavy,T12,T16,1.68,1.66,20.0,20.0,0.045695316046476364,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000898_114bpm,fill_heavy,T12,T14,1.56,1.58,-20.0,20.0,0.1121710017323494,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000898_114bpm,fill_heavy,T16,T14,1.57,1.58,-10.0,10.0,0.09115944057703018,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000901_98bpm,fill_heavy,KD,SD,1.03,1.07,-40.0,40.0,0.17843160033226013,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000918_122bpm,fill_heavy,KD,SD,0.87,0.86,10.0,10.0,0.042053330689668655,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000918_122bpm,fill_heavy,SD,KD,0.96,0.98,-20.0,20.0,0.04795137047767639,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000962_134bpm,fill_heavy,KD,SD,1.64,1.68,-40.0,40.0,0.043609000742435455,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000966_118bpm,fill_heavy,T14,SD,1.93,1.9,30.0,30.0,0.1171831265091896,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000977_121bpm,fill_heavy,KD,SD,0.82,0.87,-50.0,50.0,0.11850019544363022,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000981_111bpm,fill_heavy,T12,KD,1.61,1.63,-20.0,20.0,0.06502038240432739,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001003_125bpm,fill_heavy,KD,T12,1.79,1.8,-10.0,10.0,0.10127775371074677,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001003_125bpm,fill_heavy,T12,KD,1.69,1.68,10.0,10.0,0.05742549151182175,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001009_128bpm,fill_heavy,KD,T12,1.7,1.75,-50.0,50.0,0.04117198660969734,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001009_128bpm,fill_heavy,SD,T12,1.73,1.75,-20.0,20.0,0.07618798315525055,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001009_128bpm,fill_heavy,T12,KD,1.18,1.17,10.0,10.0,0.05341622233390808,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001016_111bpm,fill_heavy,KD,SD,1.64,1.62,20.0,20.0,0.05454207956790924,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001022_103bpm,fill_heavy,KD,T14,2.09,2.04,50.0,50.0,0.05382702127099037,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001022_103bpm,fill_heavy,SD,T14,2.07,2.04,30.0,30.0,0.05529030039906502,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001022_103bpm,fill_heavy,T16,T14,2.08,2.04,40.0,40.0,0.04300646111369133,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001032_107bpm,fill_heavy,SD,T14,1.95,1.96,-10.0,10.0,0.0526856891810894,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001032_107bpm,fill_heavy,SD,T16,1.95,1.96,-10.0,10.0,0.0526856891810894,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001037_135bpm,fill_heavy,SD,T14,1.49,1.45,40.0,40.0,0.04931451007723808,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001052_130bpm,fill_heavy,KD,SD,1.44,1.39,50.0,50.0,0.15638887882232666,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001052_130bpm,fill_heavy,T12,SD,1.44,1.39,50.0,50.0,0.1985398679971695,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001052_130bpm,fill_heavy,T14,SD,1.44,1.39,50.0,50.0,0.05780608206987381,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001059_130bpm,fill_heavy,SD,T14,1.61,1.61,0.0,0.0,0.06391682475805283,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001067_104bpm,fill_heavy,SD,T14,2.0,2.01,-10.0,10.0,0.06978309899568558,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001067_104bpm,fill_heavy,T12,KD,1.15,1.15,0.0,0.0,0.041672464460134506,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001067_104bpm,fill_heavy,T12,T16,1.15,1.15,0.0,0.0,0.041672464460134506,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001067_104bpm,fill_heavy,T16,T14,2.0,2.01,-10.0,10.0,0.0790264829993248,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001072_124bpm,fill_heavy,KD,T14,1.84,1.82,20.0,20.0,0.050692394375801086,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001072_124bpm,fill_heavy,SD,T14,1.84,1.82,20.0,20.0,0.06036100164055824,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001096_124bpm,fill_heavy,T16,KD,1.89,1.93,-40.0,40.0,0.07201749086380005,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001096_124bpm,fill_heavy,T16,SD,1.89,1.94,-50.0,50.0,0.07201749086380005,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001112_129bpm,fill_heavy,SD,T14,1.33,1.28,50.0,50.0,0.07951059192419052,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001112_129bpm,fill_heavy,SD,T12,1.49,1.51,-20.0,20.0,0.04073115438222885,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001115_132bpm,fill_heavy,KD,T16,1.7,1.71,-10.0,10.0,0.14464865624904633,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001115_132bpm,fill_heavy,T12,T16,1.7,1.71,-10.0,10.0,0.057520609349012375,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001138_117bpm,fill_heavy,KD,T14,1.23,1.28,-50.0,50.0,0.17263571918010712,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001138_117bpm,fill_heavy,SD,KD,1.59,1.54,50.0,50.0,0.05481494218111038,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001138_117bpm,fill_heavy,T12,KD,1.58,1.54,40.0,40.0,0.09285085648298264,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001138_117bpm,fill_heavy,T16,KD,1.59,1.54,50.0,50.0,0.058979582041502,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001140_131bpm,fill_heavy,KD,SD,1.58,1.61,-30.0,30.0,0.1221887469291687,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001140_131bpm,fill_heavy,KD,T16,1.58,1.61,-30.0,30.0,0.1221887469291687,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001140_131bpm,fill_heavy,SD,KD,1.51,1.49,20.0,20.0,0.19208411872386932,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001148_96bpm,fill_heavy,KD,SD,1.09,1.09,0.0,0.0,0.11278951168060303,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001148_96bpm,fill_heavy,SD,KD,0.35,0.31,40.0,40.0,0.04279635474085808,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001148_96bpm,fill_heavy,SD,T14,1.92,1.87,50.0,50.0,0.04572908952832222,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001155_130bpm,fill_heavy,KD,SD,1.46,1.49,-30.0,30.0,0.08111531287431717,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001158_111bpm,fill_heavy,T12,T16,1.1,1.09,10.0,10.0,0.15668579936027527,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001177_126bpm,fill_heavy,KD,SD,1.75,1.78,-30.0,30.0,0.07686660438776016,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001177_126bpm,fill_heavy,SD,KD,1.68,1.66,20.0,20.0,0.06454068422317505,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001177_126bpm,fill_heavy,SD,T16,1.68,1.67,10.0,10.0,0.06454068422317505,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001177_126bpm,fill_heavy,T16,T14,1.47,1.43,40.0,40.0,0.08225898444652557,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001187_113bpm,fill_heavy,KD,T14,1.73,1.73,0.0,0.0,0.14204204082489014,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001187_113bpm,fill_heavy,SD,T14,1.73,1.73,0.0,0.0,0.1212436631321907,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001187_113bpm,fill_heavy,T16,T14,1.73,1.73,0.0,0.0,0.0498666912317276,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001196_103bpm,fill_heavy,SD,T14,2.01,2.04,-30.0,30.0,0.047819774597883224,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001196_103bpm,fill_heavy,SD,T16,2.01,2.04,-30.0,30.0,0.047819774597883224,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_001198_117bpm,fill_heavy,KD,SD,1.9,1.92,-20.0,20.0,0.06363444775342941,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000008_148bpm,humanized_mixed,KD,SD,0.7,0.71,-10.0,10.0,0.04057773947715759,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000008_148bpm,humanized_mixed,SD,KD,0.8,0.81,-10.0,10.0,0.06556572765111923,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000008_148bpm,humanized_mixed,SD,KD,1.0,1.01,-10.0,10.0,0.05024263262748718,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000008_148bpm,humanized_mixed,T14,KD,1.01,1.01,0.0,0.0,0.06060120835900307,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000043_152bpm,humanized_mixed,KD,SD,0.73,0.69,40.0,40.0,0.16061605513095856,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000075_94bpm,humanized_mixed,T12,SD,1.86,1.91,-50.0,50.0,0.041072700172662735,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000103_153bpm,humanized_mixed,SD,T12,1.16,1.18,-20.0,20.0,0.06628809124231339,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000113_143bpm,humanized_mixed,T12,KD,1.06,1.05,10.0,10.0,0.042599041014909744,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000113_143bpm,humanized_mixed,T12,KD,1.26,1.26,0.0,0.0,0.11263413727283478,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000113_143bpm,humanized_mixed,T16,KD,1.26,1.26,0.0,0.0,0.05678475275635719,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000117_122bpm,humanized_mixed,SD,T14,1.23,1.23,0.0,0.0,0.09376335144042969,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000119_125bpm,humanized_mixed,T16,T14,1.18,1.2,-20.0,20.0,0.05308922380208969,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000123_120bpm,humanized_mixed,KD,T14,1.49,1.5,-10.0,10.0,0.08123692125082016,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000123_120bpm,humanized_mixed,SD,T14,1.49,1.5,-10.0,10.0,0.06144940108060837,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000123_120bpm,humanized_mixed,T12,T14,1.49,1.5,-10.0,10.0,0.18193595111370087,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000124_148bpm,humanized_mixed,KD,T12,1.3,1.32,-20.0,20.0,0.13790415227413177,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000124_148bpm,humanized_mixed,SD,T12,1.3,1.32,-20.0,20.0,0.11826195567846298,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000132_89bpm,humanized_mixed,SD,KD,2.35,2.36,-10.0,10.0,0.04404316842556,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000133_138bpm,humanized_mixed,KD,SD,0.78,0.76,20.0,20.0,0.04168391600251198,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000134_100bpm,humanized_mixed,SD,T14,1.75,1.8,-50.0,50.0,0.09553153812885284,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000135_135bpm,humanized_mixed,KD,SD,0.68,0.67,10.0,10.0,0.08178514987230301,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000138_138bpm,humanized_mixed,T14,T16,1.41,1.42,-10.0,10.0,0.1283499300479889,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000144_135bpm,humanized_mixed,KD,T14,1.45,1.45,0.0,0.0,0.08996432274580002,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000144_135bpm,humanized_mixed,SD,T14,1.44,1.45,-10.0,10.0,0.10601375252008438,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000144_135bpm,humanized_mixed,T12,KD,1.32,1.33,-10.0,10.0,0.06778903305530548,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000149_93bpm,humanized_mixed,T14,T16,1.34,1.29,50.0,50.0,0.04329538345336914,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000175_146bpm,humanized_mixed,T12,T14,1.22,1.23,-10.0,10.0,0.17790421843528748,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000191_131bpm,humanized_mixed,SD,T16,1.6,1.61,-10.0,10.0,0.052116911858320236,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000191_131bpm,humanized_mixed,T12,SD,1.39,1.38,10.0,10.0,0.07536870986223221,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000202_82bpm,humanized_mixed,SD,T16,1.81,1.82,-10.0,10.0,0.05837704986333847,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000220_138bpm,humanized_mixed,SD,T16,1.44,1.42,20.0,20.0,0.0453481525182724,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000220_138bpm,humanized_mixed,T14,T16,1.44,1.42,20.0,20.0,0.10713421553373337,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000241_141bpm,humanized_mixed,SD,T14,1.49,1.49,0.0,0.0,0.07346688210964203,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000241_141bpm,humanized_mixed,T14,T12,1.16,1.17,-10.0,10.0,0.044672079384326935,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000241_141bpm,humanized_mixed,T16,T14,1.49,1.49,0.0,0.0,0.19629156589508057,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000243_153bpm,humanized_mixed,KD,T16,1.43,1.47,-40.0,40.0,0.15063317120075226,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000243_153bpm,humanized_mixed,SD,T16,1.43,1.47,-40.0,40.0,0.10838214308023453,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000249_148bpm,humanized_mixed,T12,T14,1.16,1.21,-50.0,50.0,0.041943710297346115,0.04,0.04,global,final,50.0
TEST,test_humanized_mixed_000249_148bpm,humanized_mixed,T16,T14,1.23,1.21,20.0,20.0,0.04406534135341644,0.04,0.04,global,final,50.0
